company,Date,Close,year,quarter
HUL,2017-09-15,1090.38134765625,2017,3
HUL,2017-09-18,1120.1788330078125,2017,3
HUL,2017-09-19,1119.5224609375,2017,3
HUL,2017-09-20,1102.0643310546875,2017,3
HUL,2017-09-21,1099.7447509765625,2017,3
HUL,2017-09-22,1084.430419921875,2017,3
HUL,2017-09-25,1091.3875732421875,2017,3
HUL,2017-09-26,1065.3096923828125,2017,3
HUL,2017-09-27,1055.2896728515625,2017,3
HUL,2017-09-28,1052.57666015625,2017,3
HUL,2017-09-29,1027.2861328125,2017,3
HUL,2017-10-03,1038.18115234375,2017,4
HUL,2017-10-04,1047.938720703125,2017,4
HUL,2017-10-05,1039.31884765625,2017,4
HUL,2017-10-06,1056.5145263671875,2017,4
HUL,2017-10-09,1067.847412109375,2017,4
HUL,2017-10-10,1058.1773681640625,2017,4
HUL,2017-10-11,1065.922119140625,2017,4
HUL,2017-10-12,1086.005615234375,2017,4
HUL,2017-10-13,1092.656494140625,2017,4
HUL,2017-10-16,1121.2724609375,2017,4
HUL,2017-10-17,1122.0166015625,2017,4
HUL,2017-10-18,1106.0894775390625,2017,4
HUL,2017-10-19,1100.6202392578125,2017,4
HUL,2017-10-23,1093.837890625,2017,4
HUL,2017-10-24,1111.427978515625,2017,4
HUL,2017-10-25,1113.528076171875,2017,4
HUL,2017-10-26,1114.621337890625,2017,4
HUL,2017-10-27,1102.76416015625,2017,4
HUL,2017-10-30,1080.05517578125,2017,4
HUL,2017-10-31,1082.8992919921875,2017,4
HUL,2017-11-01,1108.0460205078125,2017,4
HUL,2017-11-02,1093.5128173828125,2017,4
HUL,2017-11-03,1091.751220703125,2017,4
HUL,2017-11-06,1092.72021484375,2017,4
HUL,2017-11-07,1087.0830078125,2017,4
HUL,2017-11-08,1088.052001953125,2017,4
HUL,2017-11-09,1103.5540771484375,2017,4
HUL,2017-11-10,1136.8040771484375,2017,4
HUL,2017-11-13,1126.9830322265625,2017,4
HUL,2017-11-14,1130.85888671875,2017,4
HUL,2017-11-15,1114.2117919921875,2017,4
HUL,2017-11-16,1124.3408203125,2017,4
HUL,2017-11-17,1125.7940673828125,2017,4
HUL,2017-11-20,1122.5792236328125,2017,4
HUL,2017-11-21,1125.08935546875,2017,4
HUL,2017-11-22,1119.0118408203125,2017,4
HUL,2017-11-23,1116.413818359375,2017,4
HUL,2017-11-24,1115.0482177734375,2017,4
HUL,2017-11-27,1110.0718994140625,2017,4
HUL,2017-11-28,1116.721923828125,2017,4
HUL,2017-11-29,1124.0325927734375,2017,4
HUL,2017-11-30,1120.773681640625,2017,4
HUL,2017-12-01,1101.4403076171875,2017,4
HUL,2017-12-04,1117.38232421875,2017,4
HUL,2017-12-05,1110.688232421875,2017,4
HUL,2017-12-06,1123.5482177734375,2017,4
HUL,2017-12-07,1137.9490966796875,2017,4
HUL,2017-12-08,1168.5128173828125,2017,4
HUL,2017-12-11,1166.222900390625,2017,4
HUL,2017-12-12,1157.9434814453125,2017,4
HUL,2017-12-13,1158.295654296875,2017,4
HUL,2017-12-14,1164.0650634765625,2017,4
HUL,2017-12-15,1166.663330078125,2017,4
HUL,2017-12-18,1173.0047607421875,2017,4
HUL,2017-12-19,1188.8154296875,2017,4
HUL,2017-12-20,1200.221923828125,2017,4
HUL,2017-12-21,1187.71435546875,2017,4
HUL,2017-12-22,1194.804931640625,2017,4
HUL,2017-12-26,1187.406005859375,2017,4
HUL,2017-12-27,1191.2374267578125,2017,4
HUL,2017-12-28,1193.0433349609375,2017,4
HUL,2017-12-29,1204.8018798828125,2017,4
HUL,2018-01-01,1184.2354736328125,2018,1
HUL,2018-01-02,1179.03857421875,2018,1
HUL,2018-01-03,1189.387939453125,2018,1
HUL,2018-01-04,1191.0614013671875,2018,1
HUL,2018-01-05,1194.848876953125,2018,1
HUL,2018-01-08,1205.28662109375,2018,1
HUL,2018-01-09,1199.0325927734375,2018,1
HUL,2018-01-10,1202.99609375,2018,1
HUL,2018-01-11,1214.3143310546875,2018,1
HUL,2018-01-12,1210.218994140625,2018,1
HUL,2018-01-15,1204.2294921875,2018,1
HUL,2018-01-16,1217.264892578125,2018,1
HUL,2018-01-17,1207.75244140625,2018,1
HUL,2018-01-18,1195.2008056640625,2018,1
HUL,2018-01-19,1200.04541015625,2018,1
HUL,2018-01-22,1193.57177734375,2018,1
HUL,2018-01-23,1205.2420654296875,2018,1
HUL,2018-01-24,1203.0843505859375,2018,1
HUL,2018-01-25,1209.1177978515625,2018,1
HUL,2018-01-29,1230.7415771484375,2018,1
HUL,2018-01-30,1233.339599609375,2018,1
HUL,2018-01-31,1206.1229248046875,2018,1
HUL,2018-02-01,1207.7965087890625,2018,1
HUL,2018-02-02,1208.6331787109375,2018,1
HUL,2018-02-05,1194.14404296875,2018,1
HUL,2018-02-06,1167.3680419921875,2018,1
HUL,2018-02-07,1156.181640625,2018,1
HUL,2018-02-08,1171.067138671875,2018,1
HUL,2018-02-09,1174.14990234375,2018,1
HUL,2018-02-12,1184.191162109375,2018,1
HUL,2018-02-14,1188.5511474609375,2018,1
HUL,2018-02-15,1196.2579345703125,2018,1
HUL,2018-02-16,1190.9293212890625,2018,1
HUL,2018-02-19,1176.6602783203125,2018,1
HUL,2018-02-20,1173.0491943359375,2018,1
HUL,2018-02-21,1171.9921875,2018,1
HUL,2018-02-22,1168.336669921875,2018,1
HUL,2018-02-23,1165.4302978515625,2018,1
HUL,2018-02-26,1174.370361328125,2018,1
HUL,2018-02-27,1185.86474609375,2018,1
HUL,2018-02-28,1160.6737060546875,2018,1
HUL,2018-03-01,1166.39892578125,2018,1
HUL,2018-03-05,1144.8194580078125,2018,1
HUL,2018-03-06,1139.05029296875,2018,1
HUL,2018-03-07,1139.622802734375,2018,1
HUL,2018-03-08,1139.0062255859375,2018,1
HUL,2018-03-09,1145.7003173828125,2018,1
HUL,2018-03-12,1166.3548583984375,2018,1
HUL,2018-03-13,1163.1400146484375,2018,1
HUL,2018-03-14,1159.9254150390625,2018,1
HUL,2018-03-15,1144.99560546875,2018,1
HUL,2018-03-16,1144.290771484375,2018,1
HUL,2018-03-19,1153.3194580078125,2018,1
HUL,2018-03-20,1156.7099609375,2018,1
HUL,2018-03-21,1158.7799072265625,2018,1
HUL,2018-03-22,1155.47705078125,2018,1
HUL,2018-03-23,1146.4927978515625,2018,1
HUL,2018-03-26,1166.443115234375,2018,1
HUL,2018-03-27,1173.929931640625,2018,1
HUL,2018-03-28,1174.4141845703125,2018,1
HUL,2018-04-02,1190.224609375,2018,2
HUL,2018-04-03,1187.67041015625,2018,2
HUL,2018-04-04,1195.6416015625,2018,2
HUL,2018-04-05,1217.441162109375,2018,2
HUL,2018-04-06,1210.9234619140625,2018,2
HUL,2018-04-09,1225.7205810546875,2018,2
HUL,2018-04-10,1225.6326904296875,2018,2
HUL,2018-04-11,1241.1788330078125,2018,2
HUL,2018-04-12,1244.349853515625,2018,2
HUL,2018-04-13,1242.412109375,2018,2
HUL,2018-04-16,1250.295166015625,2018,2
HUL,2018-04-17,1273.239990234375,2018,2
HUL,2018-04-18,1277.60009765625,2018,2
HUL,2018-04-19,1280.85888671875,2018,2
HUL,2018-04-20,1292.837646484375,2018,2
HUL,2018-04-23,1279.581787109375,2018,2
HUL,2018-04-24,1285.6593017578125,2018,2
HUL,2018-04-25,1285.26318359375,2018,2
HUL,2018-04-26,1313.492431640625,2018,2
HUL,2018-04-27,1298.2547607421875,2018,2
HUL,2018-04-30,1329.0386962890625,2018,2
HUL,2018-05-02,1296.4931640625,2018,2
HUL,2018-05-03,1279.097412109375,2018,2
HUL,2018-05-04,1289.666748046875,2018,2
HUL,2018-05-07,1319.349853515625,2018,2
HUL,2018-05-08,1317.720458984375,2018,2
HUL,2018-05-09,1317.6763916015625,2018,2
HUL,2018-05-10,1309.308837890625,2018,2
HUL,2018-05-11,1324.810791015625,2018,2
HUL,2018-05-14,1324.326416015625,2018,2
HUL,2018-05-15,1334.8519287109375,2018,2
HUL,2018-05-16,1386.4669189453125,2018,2
HUL,2018-05-17,1382.679443359375,2018,2
HUL,2018-05-18,1414.3883056640625,2018,2
HUL,2018-05-21,1390.474365234375,2018,2
HUL,2018-05-22,1386.6429443359375,2018,2
HUL,2018-05-23,1381.18212890625,2018,2
HUL,2018-05-24,1375.0164794921875,2018,2
HUL,2018-05-25,1387.920166015625,2018,2
HUL,2018-05-28,1394.1739501953125,2018,2
HUL,2018-05-29,1385.2333984375,2018,2
HUL,2018-05-30,1396.772216796875,2018,2
HUL,2018-05-31,1419.36474609375,2018,2
HUL,2018-06-01,1399.4586181640625,2018,2
HUL,2018-06-04,1376.8660888671875,2018,2
HUL,2018-06-05,1376.5135498046875,2018,2
HUL,2018-06-06,1383.8685302734375,2018,2
HUL,2018-06-07,1411.966064453125,2018,2
HUL,2018-06-08,1405.404296875,2018,2
HUL,2018-06-11,1410.5126953125,2018,2
HUL,2018-06-12,1443.1461181640625,2018,2
HUL,2018-06-13,1427.9522705078125,2018,2
HUL,2018-06-14,1417.735107421875,2018,2
HUL,2018-06-15,1428.040771484375,2018,2
HUL,2018-06-18,1416.810302734375,2018,2
HUL,2018-06-19,1410.16015625,2018,2
HUL,2018-06-20,1411.3934326171875,2018,2
HUL,2018-06-21,1414.1002197265625,2018,2
HUL,2018-06-22,1427.101318359375,2018,2
HUL,2018-06-25,1433.35791015625,2018,2
HUL,2018-06-26,1439.215087890625,2018,2
HUL,2018-06-27,1428.166259765625,2018,2
HUL,2018-06-28,1422.353271484375,2018,2
HUL,2018-06-29,1456.431396484375,2018,2
HUL,2018-07-02,1458.4725341796875,2018,3
HUL,2018-07-03,1458.5166015625,2018,3
HUL,2018-07-04,1487.3587646484375,2018,3
HUL,2018-07-05,1498.008056640625,2018,3
HUL,2018-07-06,1489.4000244140625,2018,3
HUL,2018-07-09,1501.4691162109375,2018,3
HUL,2018-07-10,1497.1209716796875,2018,3
HUL,2018-07-11,1524.7647705078125,2018,3
HUL,2018-07-12,1546.240966796875,2018,3
HUL,2018-07-13,1546.507080078125,2018,3
HUL,2018-07-16,1554.138916015625,2018,3
HUL,2018-07-17,1492.4173583984375,2018,3
HUL,2018-07-18,1458.738525390625,2018,3
HUL,2018-07-19,1462.0220947265625,2018,3
HUL,2018-07-20,1469.4769287109375,2018,3
HUL,2018-07-23,1499.4725341796875,2018,3
HUL,2018-07-24,1480.1705322265625,2018,3
HUL,2018-07-25,1466.903076171875,2018,3
HUL,2018-07-26,1481.9898681640625,2018,3
HUL,2018-07-27,1472.2720947265625,2018,3
HUL,2018-07-30,1498.62939453125,2018,3
HUL,2018-07-31,1536.745361328125,2018,3
HUL,2018-08-01,1539.096923828125,2018,3
HUL,2018-08-02,1551.69873046875,2018,3
HUL,2018-08-03,1564.56640625,2018,3
HUL,2018-08-06,1535.5472412109375,2018,3
HUL,2018-08-07,1535.3250732421875,2018,3
HUL,2018-08-08,1559.375,2018,3
HUL,2018-08-09,1556.7569580078125,2018,3
HUL,2018-08-10,1555.42578125,2018,3
HUL,2018-08-13,1534.26025390625,2018,3
HUL,2018-08-14,1547.927001953125,2018,3
HUL,2018-08-16,1541.847900390625,2018,3
HUL,2018-08-17,1583.8685302734375,2018,3
HUL,2018-08-20,1576.99072265625,2018,3
HUL,2018-08-21,1555.24853515625,2018,3
HUL,2018-08-23,1573.263671875,2018,3
HUL,2018-08-24,1580.49609375,2018,3
HUL,2018-08-27,1590.56884765625,2018,3
HUL,2018-08-28,1571.8436279296875,2018,3
HUL,2018-08-29,1558.2213134765625,2018,3
HUL,2018-08-30,1573.307861328125,2018,3
HUL,2018-08-31,1579.7418212890625,2018,3
HUL,2018-09-03,1507.8587646484375,2018,3
HUL,2018-09-04,1465.3502197265625,2018,3
HUL,2018-09-05,1430.2962646484375,2018,3
HUL,2018-09-06,1427.5450439453125,2018,3
HUL,2018-09-07,1454.3016357421875,2018,3
HUL,2018-09-10,1429.0537109375,2018,3
HUL,2018-09-11,1411.6153564453125,2018,3
HUL,2018-09-12,1443.740966796875,2018,3
HUL,2018-09-14,1445.915283203125,2018,3
HUL,2018-09-17,1424.74951171875,2018,3
HUL,2018-09-18,1477.5523681640625,2018,3
HUL,2018-09-19,1461.711669921875,2018,3
HUL,2018-09-21,1438.8157958984375,2018,3
HUL,2018-09-24,1411.4378662109375,2018,3
HUL,2018-09-25,1447.29052734375,2018,3
HUL,2018-09-26,1429.452880859375,2018,3
HUL,2018-09-27,1437.750732421875,2018,3
HUL,2018-09-28,1427.36767578125,2018,3
HUL,2018-10-01,1457.451904296875,2018,4
HUL,2018-10-03,1436.64111328125,2018,4
HUL,2018-10-04,1396.795166015625,2018,4
HUL,2018-10-05,1383.128662109375,2018,4
HUL,2018-10-08,1383.8382568359375,2018,4
HUL,2018-10-09,1342.2171630859375,2018,4
HUL,2018-10-10,1355.7064208984375,2018,4
HUL,2018-10-11,1354.330810546875,2018,4
HUL,2018-10-12,1392.9346923828125,2018,4
HUL,2018-10-15,1354.50830078125,2018,4
HUL,2018-10-16,1372.168212890625,2018,4
HUL,2018-10-17,1386.1898193359375,2018,4
HUL,2018-10-19,1400.7440185546875,2018,4
HUL,2018-10-22,1406.512451171875,2018,4
HUL,2018-10-23,1377.3599853515625,2018,4
HUL,2018-10-24,1407.4444580078125,2018,4
HUL,2018-10-25,1402.625,2018,4
HUL,2018-10-26,1390.75439453125,2018,4
HUL,2018-10-29,1385.9796142578125,2018,4
HUL,2018-10-30,1421.8138427734375,2018,4
HUL,2018-10-31,1447.3839111328125,2018,4
HUL,2018-11-01,1434.844482421875,2018,4
HUL,2018-11-02,1462.333740234375,2018,4
HUL,2018-11-05,1463.7618408203125,2018,4
HUL,2018-11-06,1456.5323486328125,2018,4
HUL,2018-11-07,1467.1531982421875,2018,4
HUL,2018-11-09,1492.81298828125,2018,4
HUL,2018-11-12,1476.480224609375,2018,4
HUL,2018-11-13,1491.474365234375,2018,4
HUL,2018-11-14,1531.1014404296875,2018,4
HUL,2018-11-15,1522.6676025390625,2018,4
HUL,2018-11-16,1507.53955078125,2018,4
HUL,2018-11-19,1518.5172119140625,2018,4
HUL,2018-11-20,1511.9124755859375,2018,4
HUL,2018-11-21,1508.2978515625,2018,4
HUL,2018-11-22,1495.0443115234375,2018,4
HUL,2018-11-26,1556.538330078125,2018,4
HUL,2018-11-27,1546.988037109375,2018,4
HUL,2018-11-28,1546.006591796875,2018,4
HUL,2018-11-29,1578.4046630859375,2018,4
HUL,2018-11-30,1565.46337890625,2018,4
HUL,2018-12-03,1629.3670654296875,2018,4
HUL,2018-12-04,1613.3465576171875,2018,4
HUL,2018-12-05,1649.448486328125,2018,4
HUL,2018-12-06,1607.8575439453125,2018,4
HUL,2018-12-07,1628.2069091796875,2018,4
HUL,2018-12-10,1602.770263671875,2018,4
HUL,2018-12-11,1601.966796875,2018,4
HUL,2018-12-12,1641.4158935546875,2018,4
HUL,2018-12-13,1656.0977783203125,2018,4
HUL,2018-12-14,1660.560546875,2018,4
HUL,2018-12-17,1651.7689208984375,2018,4
HUL,2018-12-18,1642.8885498046875,2018,4
HUL,2018-12-19,1646.50341796875,2018,4
HUL,2018-12-20,1637.08740234375,2018,4
HUL,2018-12-21,1609.642578125,2018,4
HUL,2018-12-24,1592.81884765625,2018,4
HUL,2018-12-26,1599.0216064453125,2018,4
HUL,2018-12-27,1619.8173828125,2018,4
HUL,2018-12-28,1626.19873046875,2018,4
HUL,2018-12-31,1624.0565185546875,2018,4
HUL,2019-01-01,1607.5006103515625,2019,1
HUL,2019-01-02,1592.774169921875,2019,1
HUL,2019-01-03,1596.1656494140625,2019,1
HUL,2019-01-04,1590.1856689453125,2019,1
HUL,2019-01-07,1593.0865478515625,2019,1
HUL,2019-01-08,1580.5020751953125,2019,1
HUL,2019-01-09,1593.131103515625,2019,1
HUL,2019-01-10,1594.2022705078125,2019,1
HUL,2019-01-11,1579.2078857421875,2019,1
HUL,2019-01-14,1574.29931640625,2019,1
HUL,2019-01-15,1597.4598388671875,2019,1
HUL,2019-01-16,1582.0194091796875,2019,1
HUL,2019-01-17,1563.23193359375,2019,1
HUL,2019-01-18,1556.6275634765625,2019,1
HUL,2019-01-21,1559.1265869140625,2019,1
HUL,2019-01-22,1562.0718994140625,2019,1
HUL,2019-01-23,1577.24462890625,2019,1
HUL,2019-01-24,1570.3721923828125,2019,1
HUL,2019-01-25,1567.96240234375,2019,1
HUL,2019-01-28,1555.6458740234375,2019,1
HUL,2019-01-29,1567.8731689453125,2019,1
HUL,2019-01-30,1547.0330810546875,2019,1
HUL,2019-01-31,1573.718994140625,2019,1
HUL,2019-02-01,1605.8939208984375,2019,1
HUL,2019-02-04,1608.83935546875,2019,1
HUL,2019-02-05,1625.6630859375,2019,1
HUL,2019-02-06,1633.2496337890625,2019,1
HUL,2019-02-07,1641.3712158203125,2019,1
HUL,2019-02-08,1621.9593505859375,2019,1
HUL,2019-02-11,1610.802978515625,2019,1
HUL,2019-02-12,1601.6099853515625,2019,1
HUL,2019-02-14,1593.1759033203125,2019,1
HUL,2019-02-15,1582.24267578125,2019,1
HUL,2019-02-18,1563.5892333984375,2019,1
HUL,2019-02-19,1551.1385498046875,2019,1
HUL,2019-02-20,1547.1668701171875,2019,1
HUL,2019-02-21,1566.088134765625,2019,1
HUL,2019-02-22,1578.449462890625,2019,1
HUL,2019-02-25,1579.8775634765625,2019,1
HUL,2019-02-26,1581.7513427734375,2019,1
HUL,2019-02-27,1549.8443603515625,2019,1
HUL,2019-02-28,1546.408447265625,2019,1
HUL,2019-03-01,1548.1929931640625,2019,1
HUL,2019-03-05,1539.2235107421875,2019,1
HUL,2019-03-06,1517.0892333984375,2019,1
HUL,2019-03-07,1522.0872802734375,2019,1
HUL,2019-03-08,1518.69580078125,2019,1
HUL,2019-03-11,1530.61083984375,2019,1
HUL,2019-03-12,1548.3272705078125,2019,1
HUL,2019-03-13,1559.751220703125,2019,1
HUL,2019-03-14,1550.558349609375,2019,1
HUL,2019-03-15,1515.839599609375,2019,1
HUL,2019-03-18,1515.0811767578125,2019,1
HUL,2019-03-19,1516.955322265625,2019,1
HUL,2019-03-20,1506.1558837890625,2019,1
HUL,2019-03-22,1497.677001953125,2019,1
HUL,2019-03-25,1493.9287109375,2019,1
HUL,2019-03-26,1502.80908203125,2019,1
HUL,2019-03-27,1500.1314697265625,2019,1
HUL,2019-03-28,1502.8984375,2019,1
HUL,2019-04-01,1508.3427734375,2019,2
HUL,2019-04-02,1505.7989501953125,2019,2
HUL,2019-04-03,1491.2064208984375,2019,2
HUL,2019-04-04,1487.413330078125,2019,2
HUL,2019-04-05,1480.76416015625,2019,2
HUL,2019-04-08,1485.940673828125,2019,2
HUL,2019-04-09,1499.86376953125,2019,2
HUL,2019-04-10,1512.046630859375,2019,2
HUL,2019-04-11,1526.5499267578125,2019,2
HUL,2019-04-12,1536.5906982421875,2019,2
HUL,2019-04-15,1536.9478759765625,2019,2
HUL,2019-04-16,1551.6741943359375,2019,2
HUL,2019-04-18,1552.87890625,2019,2
HUL,2019-04-22,1552.8343505859375,2019,2
HUL,2019-04-23,1556.716796875,2019,2
HUL,2019-04-24,1564.2138671875,2019,2
HUL,2019-04-25,1547.791748046875,2019,2
HUL,2019-04-26,1559.528076171875,2019,2
HUL,2019-04-30,1568.765625,2019,2
HUL,2019-05-02,1538.2864990234375,2019,2
HUL,2019-05-03,1511.5111083984375,2019,2
HUL,2019-05-06,1489.5106201171875,2019,2
HUL,2019-05-07,1515.03662109375,2019,2
HUL,2019-05-08,1507.182373046875,2019,2
HUL,2019-05-09,1520.6146240234375,2019,2
HUL,2019-05-10,1506.06689453125,2019,2
HUL,2019-05-13,1519.052734375,2019,2
HUL,2019-05-14,1515.9288330078125,2019,2
HUL,2019-05-15,1491.4298095703125,2019,2
HUL,2019-05-16,1506.736083984375,2019,2
HUL,2019-05-17,1550.1121826171875,2019,2
HUL,2019-05-20,1581.974853515625,2019,2
HUL,2019-05-21,1593.3543701171875,2019,2
HUL,2019-05-22,1578.2261962890625,2019,2
HUL,2019-05-23,1565.329345703125,2019,2
HUL,2019-05-24,1561.5362548828125,2019,2
HUL,2019-05-27,1581.48388671875,2019,2
HUL,2019-05-28,1585.90185546875,2019,2
HUL,2019-05-29,1589.427001953125,2019,2
HUL,2019-05-30,1592.4619140625,2019,2
HUL,2019-05-31,1596.2550048828125,2019,2
HUL,2019-06-03,1641.9512939453125,2019,2
HUL,2019-06-04,1620.4420166015625,2019,2
HUL,2019-06-06,1640.2110595703125,2019,2
HUL,2019-06-07,1633.9635009765625,2019,2
HUL,2019-06-10,1653.3756103515625,2019,2
HUL,2019-06-11,1642.0406494140625,2019,2
HUL,2019-06-12,1648.555908203125,2019,2
HUL,2019-06-13,1647.1279296875,2019,2
HUL,2019-06-14,1627.0020751953125,2019,2
HUL,2019-06-17,1622.628662109375,2019,2
HUL,2019-06-18,1615.086669921875,2019,2
HUL,2019-06-19,1616.9609375,2019,2
HUL,2019-06-20,1622.669677734375,2019,2
HUL,2019-06-21,1588.1494140625,2019,2
HUL,2019-06-24,1586.1715087890625,2019,2
HUL,2019-06-25,1578.9798583984375,2019,2
HUL,2019-06-26,1583.0704345703125,2019,2
HUL,2019-06-27,1595.1163330078125,2019,2
HUL,2019-06-28,1606.9827880859375,2019,2
HUL,2019-07-01,1600.330322265625,2019,3
HUL,2019-07-02,1608.4210205078125,2019,3
HUL,2019-07-03,1604.3756103515625,2019,3
HUL,2019-07-04,1612.37646484375,2019,3
HUL,2019-07-05,1610.398681640625,2019,3
HUL,2019-07-08,1576.3729248046875,2019,3
HUL,2019-07-09,1564.4169921875,2019,3
HUL,2019-07-10,1544.9542236328125,2019,3
HUL,2019-07-11,1556.0115966796875,2019,3
HUL,2019-07-12,1540.099853515625,2019,3
HUL,2019-07-15,1543.470947265625,2019,3
HUL,2019-07-16,1565.3609619140625,2019,3
HUL,2019-07-17,1582.800537109375,2019,3
HUL,2019-07-18,1563.4281005859375,2019,3
HUL,2019-07-19,1546.572509765625,2019,3
HUL,2019-07-22,1510.8836669921875,2019,3
HUL,2019-07-23,1522.255615234375,2019,3
HUL,2019-07-24,1553.989013671875,2019,3
HUL,2019-07-25,1561.1807861328125,2019,3
HUL,2019-07-26,1555.7869873046875,2019,3
HUL,2019-07-29,1540.1898193359375,2019,3
HUL,2019-07-30,1546.1231689453125,2019,3
HUL,2019-07-31,1552.1910400390625,2019,3
HUL,2019-08-01,1556.3712158203125,2019,3
HUL,2019-08-02,1561.89990234375,2019,3
HUL,2019-08-05,1565.2708740234375,2019,3
HUL,2019-08-06,1567.8780517578125,2019,3
HUL,2019-08-07,1597.6785888671875,2019,3
HUL,2019-08-08,1620.9166259765625,2019,3
HUL,2019-08-09,1655.3018798828125,2019,3
HUL,2019-08-13,1640.379150390625,2019,3
HUL,2019-08-14,1653.2340087890625,2019,3
HUL,2019-08-16,1643.8848876953125,2019,3
HUL,2019-08-19,1636.9180908203125,2019,3
HUL,2019-08-20,1657.144775390625,2019,3
HUL,2019-08-21,1663.0777587890625,2019,3
HUL,2019-08-22,1682.94482421875,2019,3
HUL,2019-08-23,1672.067626953125,2019,3
HUL,2019-08-26,1686.9453125,2019,3
HUL,2019-08-27,1673.325927734375,2019,3
HUL,2019-08-28,1643.3907470703125,2019,3
HUL,2019-08-29,1647.750732421875,2019,3
HUL,2019-08-30,1691.754638671875,2019,3
HUL,2019-09-03,1655.751220703125,2019,3
HUL,2019-09-04,1660.0213623046875,2019,3
HUL,2019-09-05,1644.8739013671875,2019,3
HUL,2019-09-06,1635.3450927734375,2019,3
HUL,2019-09-09,1648.7393798828125,2019,3
HUL,2019-09-11,1639.974609375,2019,3
HUL,2019-09-12,1622.9840087890625,2019,3
HUL,2019-09-13,1623.118896484375,2019,3
HUL,2019-09-16,1632.7828369140625,2019,3
HUL,2019-09-17,1646.17724609375,2019,3
HUL,2019-09-18,1644.3795166015625,2019,3
HUL,2019-09-19,1629.5916748046875,2019,3
HUL,2019-09-20,1770.728515625,2019,3
HUL,2019-09-23,1833.6556396484373,2019,3
HUL,2019-09-24,1843.2745361328125,2019,3
HUL,2019-09-25,1844.21826171875,2019,3
HUL,2019-09-26,1828.846435546875,2019,3
HUL,2019-09-27,1807.720703125,2019,3
HUL,2019-09-30,1781.6956787109375,2019,3
HUL,2019-10-01,1789.2020263671875,2019,4
HUL,2019-10-03,1763.8065185546875,2019,4
HUL,2019-10-04,1747.760009765625,2019,4
HUL,2019-10-07,1744.029296875,2019,4
HUL,2019-10-09,1751.176025390625,2019,4
HUL,2019-10-10,1769.8297119140625,2019,4
HUL,2019-10-11,1802.1021728515625,2019,4
HUL,2019-10-14,1810.7325439453125,2019,4
HUL,2019-10-15,1855.8150634765625,2019,4
HUL,2019-10-16,1861.7484130859373,2019,4
HUL,2019-10-17,1891.279296875,2019,4
HUL,2019-10-18,1893.975830078125,2019,4
HUL,2019-10-22,1912.4049072265625,2019,4
HUL,2019-10-23,1927.67626953125,2019,4
HUL,2019-10-24,1927.766357421875,2019,4
HUL,2019-10-25,1938.3839111328125,2019,4
HUL,2019-10-27,1933.5498046875,2019,4
HUL,2019-10-29,1952.029296875,2019,4
HUL,2019-10-30,1960.34228515625,2019,4
