Price,Close,High,Low,Open,Volume
Ticker,GODREJCP.NS,GODREJCP.NS,GODREJCP.NS,GODREJCP.NS,GODREJCP.NS
Date,,,,,
2017-07-03,611.1611328125,615.965633904076,589.4944793978227,593.8960087849866,641602
2017-07-04,610.2003784179688,616.213739191393,604.7449349300825,615.903734693569,329848
2017-07-05,608.5264282226562,616.7715129764902,604.4658356499591,616.7715129764902,486025
2017-07-06,602.9161376953125,611.8742008609939,599.041592194255,611.8122226626646,486171
2017-07-07,601.9552001953125,606.2947521046993,596.9957528392899,604.7139108782624,573423
2017-07-10,604.2178344726562,610.6341652099179,600.8081832648633,605.6126840454023,86170
2017-07-11,600.560302734375,609.3943513367581,597.6156577046359,609.3943513367581,611337
2017-07-12,600.96337890625,604.4969876099482,598.3906593166336,600.7154093528287,712267
2017-07-13,608.7744750976562,611.8741224526175,604.4659124906364,607.4416034648232,575740
2017-07-14,608.0926513671875,613.7340298397132,602.792209758162,611.6882383889285,398598
2017-07-17,598.5765380859375,609.0534058280471,596.5927252751053,604.5278630052702,782851
2017-07-18,592.7493286132812,601.366398988737,583.7602754995363,595.353037511513,905104
2017-07-19,594.4539794921875,597.3056572584121,589.0915607550118,595.662837957732,1514037
2017-07-20,593.802978515625,599.1963858047659,587.2317019738343,595.1358499813998,236001
2017-07-21,596.5308227539062,601.3663138843673,590.6104861773894,593.8340901744408,519964
2017-07-24,613.6719360351562,617.7634614093708,596.1898298297684,598.4525445586982,830359
2017-07-25,620.5531616210938,625.8536022367629,616.2446558225879,619.9332662115237,1193172
2017-07-26,637.7252197265625,640.7628883762327,621.7929680499083,623.6527674989543,1168326
2017-07-27,665.8084106445312,671.3878107337313,635.4316579066893,641.569032058765,2140986
2017-07-28,653.1306762695312,665.405366482381,647.8302921664115,665.405366482381,2677426
2017-07-31,643.0257568359375,670.7677505643727,634.6256689538537,660.1979152488476,2468395
2017-08-01,597.8636474609375,632.331921373253,592.0362786359759,626.1325698919086,4457775
2017-08-02,570.49365234375,603.8150502284465,567.239002330379,603.8150502284465,4763310
2017-08-03,601.4281616210938,606.2326626116816,541.914577248711,570.338497983142,9513037
2017-08-04,595.6629028320312,601.5212612312356,581.0324730046264,600.7153744186304,1520469
2017-08-07,600.2241821289062,604.2579847472642,589.5191910849259,601.3102146516521,618633
2017-08-08,587.564208984375,601.6823433673603,585.2060163581117,601.6823433673603,966777
2017-08-09,572.0498046875,589.4880811206777,570.9948505231181,589.4880811206777,468627
2017-08-10,559.6072998046875,572.1740283187311,556.6595297331899,571.8637008486442,997294
2017-08-11,558.39697265625,570.2811138528465,533.1704583562259,549.5227002937639,2003089
2017-08-14,569.350341796875,582.5065888770304,561.0655877947412,562.5549549607422,1146735
2017-08-16,572.1118774414062,585.4543666186973,564.3236358709029,576.4869716727372,1095121
2017-08-17,570.6845092773438,580.0863164693016,566.6507641785249,580.0863164693016,368572
2017-08-18,569.9398193359375,573.5702296550719,557.2800289179248,566.5887150534375,453412
2017-08-21,560.7551879882812,575.8662899102684,559.1416788556351,575.8662899102684,460717
2017-08-22,549.9573974609375,567.7990723504214,547.97157388291,567.7990723504214,802023
2017-08-23,561.5931396484375,567.3024948428179,547.9714564138238,554.115167810983,3104773
2017-08-24,569.350341796875,577.138583261293,559.1728290487216,564.6028774257802,1273173
2017-08-28,583.2512817382812,585.733617203487,570.9327821871478,570.9327821871478,1013973
2017-08-29,567.8919677734375,582.7238246813613,562.6481042321748,582.7238246813613,696679
2017-08-30,574.65625,578.7210735647254,569.6916359455821,573.8805450334172,549118
2017-08-31,576.7042236328125,579.8692001728983,565.7510049080711,577.7282133678852,1201590
2017-09-01,578.0382690429688,592.1564590571556,572.9805354628273,579.0001588375294,1349253
2017-09-04,571.92578125,579.993272518696,569.784737677951,578.3797629018129,331518
2017-09-05,576.7973022460938,579.2485595221304,570.3122427244598,572.9496851037222,520605
2017-09-06,558.6453247070312,574.0356786014843,556.3491744929512,574.0356786014843,1356166
2017-09-07,574.0355224609375,574.7181630636502,561.3756783478906,562.8651018518535,1015062
2017-09-08,572.980712890625,577.076557944515,570.7776834556884,573.3841044828378,883491
2017-09-11,577.3869018554688,581.6378543568616,572.7946004817375,575.8975344554219,498282
2017-09-12,582.6306762695312,593.5838929483863,577.7591268352129,577.7591268352129,671143
2017-09-13,585.02001953125,593.2736963788801,579.714056007055,582.5997265613372,776790
2017-09-14,580.7379150390625,588.2159426889607,577.1385826505115,580.8620573772889,249316
2017-09-15,582.599609375,587.6883653678651,577.2937037337781,580.2414164642988,898012
2017-09-18,586.3541870117188,590.4809963734781,583.0650685321757,583.3443745805326,227974
2017-09-19,593.2426147460938,595.7559716144858,585.2061452223849,585.2061452223849,606250
2017-09-20,588.743408203125,595.4456739425502,583.9649225504792,593.9252286117085,601182
2017-09-21,581.0482177734375,589.4570569318118,578.7520675474505,587.5642982682662,331167
2017-09-22,569.0711059570312,580.0554032205713,565.4407517360621,578.9693706848682,536343
2017-09-25,578.379638671875,587.1918684984489,572.5151781847818,582.4754830078456,739000
2017-09-26,566.1852416992188,581.9479630954307,558.5831301816891,577.7590549396762,1290796
2017-09-27,563.2376708984375,570.6225785834382,557.7455790276066,570.6225785834382,709014
2017-09-28,558.8004150390625,569.0399697457495,551.3534661614719,569.0399697457495,1274667
2017-09-29,570.4052734375,578.6590057324632,559.7313053895984,564.3856486188745,713446
2017-10-03,591.9395141601562,601.3412666555712,573.477244412002,573.477244412002,1617849
2017-10-04,603.4821166992188,609.3776558531273,594.2665514244358,594.2665514244358,1233393
2017-10-05,598.0520629882812,607.8572048115489,594.7940228399805,598.9829316020815,427980
2017-10-06,588.2160034179688,601.7756434637265,586.7576006678868,597.3385060772623,344730
2017-10-09,608.9122314453125,610.7428905260099,589.550118326765,593.2735928779144,527511
2017-10-10,615.4902954101562,617.3520325064873,608.229532097607,611.1772446229928,760329
2017-10-11,607.9813842773438,618.9656232279817,598.8588258523098,616.7315156921132,418089
2017-10-12,604.7854614257812,611.2705215415161,602.613396382024,608.1675877120691,415458
2017-10-13,602.7374877929688,607.1436034605598,598.858849241829,605.0956809419808,421386
2017-10-16,605.84033203125,613.1011530088884,601.5893803148668,609.4086997604556,1181542
2017-10-17,601.4652099609375,609.2534501124998,598.9208322028023,603.2338260704654,452385
2017-10-18,598.889892578125,604.1648343831641,597.6177318125677,602.3962178644275,617524
2017-10-19,595.1043701171875,601.9618000907927,592.6531127533873,601.9618000907927,34255
2017-10-23,582.2274169921875,598.8278917669986,575.8975204720972,598.8278917669986,574893
2017-10-24,578.783203125,588.9296960523543,577.4799640426103,585.0200356209093,383797
2017-10-25,572.0808715820312,585.1130336706473,569.3503649997524,578.7831377336058,649672
2017-10-26,572.8255004882812,576.2387044098026,564.726988844941,569.0710045824638,643558
2017-10-27,575.2147827148438,582.1962975871006,568.4814956947752,576.5179647349036,491359
2017-10-30,574.8426513671875,579.0005406385228,572.3603149982183,577.7594008619067,528933
2017-10-31,579.558837890625,582.8479565829635,574.9976152871179,581.4826748953628,1561648
2017-11-01,600.472412109375,614.3734011860603,583.3444604687726,585.2682408165768,3649869
2017-11-02,607.174560546875,615.6144207792469,592.0014135923755,605.6541721214619,1407565
2017-11-03,603.3270263671875,612.4185063768907,595.1663581899707,610.6498332190258,621553
2017-11-06,602.61328125,609.7809808935336,599.4483620727601,608.1674715188916,286422
2017-11-07,608.60205078125,610.6499736413633,596.9972113896679,603.234044129943,333295
2017-11-08,600.1533813476562,614.8450531875382,596.3640002623104,613.1367377696878,350103
2017-11-09,605.4027709960938,611.7080753058485,596.3951690362809,603.8186674382567,597033
2017-11-10,595.6497192382812,605.9618334732354,591.3944279950414,605.6822991714374,512211
2017-11-13,580.119384765625,602.5452018518695,575.8640935234956,602.5452018518695,1061682
2017-11-14,577.4171142578125,588.9095280734952,574.4663355337179,584.3435928436943,802479
2017-11-15,568.7822875976562,580.1193797970498,565.3034931953832,577.7277264185224,1032226
2017-11-16,578.5664672851562,580.212677138305,559.3399077990293,568.4096169540303,846423
2017-11-17,586.48681640625,588.2572381256017,580.8959032160044,580.8959032160044,576784
2017-11-20,594.8421020507812,599.4080374368389,584.0019724503406,586.4868418227061,437932
2017-11-21,590.1829833984375,601.6444009655955,585.9587454496915,596.4572342300571,655738
2017-11-22,593.568603515625,596.6746473704674,590.1519154637023,595.525400338171,341088
2017-11-23,593.568603515625,601.3337415895853,587.1390307437588,599.3769447670393,675286
