Price,Close,High,Low,Open,Volume
Ticker,NESTLEIND.NS,NESTLEIND.NS,NESTLEIND.NS,NESTLEIND.NS,NESTLEIND.NS
Date,,,,,
2017-07-03,301.5781555175781,305.67771579215764,298.73842666196094,301.94067118889313,1480960
2017-07-04,306.4251403808594,307.24416744156275,301.9116000648756,304.11130630231884,1031500
2017-07-05,309.1842956542969,312.79380012350583,305.72246353394206,305.72246353394206,953220
2017-07-06,309.6161193847656,312.39094412248113,308.7389359353261,309.34759941378934,496240
2017-07-07,307.4701843261719,311.40639293791634,306.9308770080343,309.6161865659635,449400
2017-07-10,304.58123779296875,308.7658616685755,303.35047088538715,304.87439720463794,174660
2017-07-11,303.37054443359375,307.46789167689855,300.5755873998031,307.46789167689855,694300
2017-07-12,305.32415771484375,306.3042967179067,302.5470926534356,306.3042967179067,588240
2017-07-13,303.6995849609375,308.36306517759044,302.8604256761654,307.82599777205974,1203740
2017-07-14,304.8251037597656,306.1118144403695,303.9098685068437,305.453926786844,1007600
2017-07-17,307.83489990234375,308.76581474318726,303.52273649451024,306.33558587114044,351040
2017-07-18,306.6847839355469,311.0036685067245,305.27498523898583,306.79667185380134,823980
2017-07-19,310.5157775878906,310.82010940094796,307.11884889093886,308.7210912834418,594860
2017-07-20,307.4410705566406,311.47799438008013,307.0203709964393,311.47799438008013,148760
2017-07-21,304.65057373046875,309.9294364103451,304.11126648495235,308.7210418087188,714960
2017-07-24,305.93951416015625,307.0203412418569,304.78258365263054,306.52804549877783,598420
2017-07-25,305.2100830078125,307.02042172346904,304.1247757558132,307.02042172346904,710200
2017-07-26,303.69281005859375,308.8083208529438,302.0972877351596,305.45392426555026,726480
2017-07-27,304.31939697265625,307.33365005900333,301.311836399007,304.31267714358006,1306980
2017-07-28,303.4712829589844,304.55882994813715,301.4394087547256,304.4290498324597,532940
2017-07-31,302.86492919921875,304.28590023571866,301.20450273093513,303.66379688145867,822740
2017-08-01,299.99383544921875,303.88753987704644,298.77874813848973,301.29174603062205,1226240
2017-08-02,301.0523986816406,302.56851796503423,300.3078088418043,302.32630793036014,549260
2017-08-03,301.93603515625,302.72325190806976,299.63718921423146,300.35711171913,1417180
2017-08-04,300.6330261230469,302.682927546197,296.3762398408823,299.7875222078396,361360
2017-08-07,302.330810546875,302.9543090843526,299.85926606767373,300.53434409248814,443080
2017-08-08,299.70452880859375,302.7793671339758,298.1637148176355,301.87776645255724,551000
2017-08-09,301.87554931640625,302.52371517637494,298.73790637881075,298.7423963133846,740460
2017-08-10,297.9573669433594,302.77484679189166,294.0280178845704,300.5320701489888,1809520
2017-08-11,293.548095703125,295.3737193953357,292.9963813434616,294.3420474910486,558640
2017-08-14,298.3992004394531,302.86457659676967,293.89346963227797,293.89346963227797,450460
2017-08-16,299.6484680175781,302.3195956325706,296.13627167515824,296.13627167515824,372720
2017-08-17,298.4149169921875,301.763367355221,297.84075300175743,300.0835297562887,376060
2017-08-18,298.4418029785156,302.0773350171207,296.9436161920482,296.9436161920482,1237680
2017-08-21,296.90997314453125,299.20881914736816,295.06192742612075,297.84073090413546,736100
2017-08-22,296.2416076660156,302.1019835420824,295.41849886455645,297.2172099324383,929440
2017-08-23,296.31793212890625,300.71155199675417,295.8671317603666,300.71155199675417,400640
2017-08-24,296.1631164550781,298.2892641226878,296.0935772447288,297.3315942100818,565000
2017-08-28,316.168701171875,317.30804922397914,298.2892924109312,299.27611960571426,4220020
2017-08-29,312.02410888671875,316.9043938872539,308.9537602782972,315.42416652509377,1576560
2017-08-30,315.4891662597656,316.63524933221123,308.16427671715377,315.33442779706763,1705480
2017-08-31,319.42742919921875,320.2684703503489,311.7885196292863,316.2314728249243,1868940
2017-09-01,314.6750183105469,319.1448566225485,314.1232766650005,318.4742686274107,641800
2017-09-04,307.92425537109375,317.3080526229703,307.30973675682344,317.3080526229703,1040700
2017-09-05,315.2335205078125,316.00726759308844,308.6061037672744,308.6061037672744,1907140
2017-09-06,312.8022766113281,313.82948578361703,310.15357176614054,312.59820365902954,1046380
2017-09-07,319.93438720703125,321.5693804171802,310.94085682289347,313.986538163306,1639880
2017-09-08,323.02264404296875,324.08122805810166,319.86479697729123,322.4058804601592,1313060
2017-09-11,327.23016357421875,328.29772767973924,322.4216351646864,322.4216351646864,1021840
2017-09-12,331.4263000488281,332.33463548995314,324.33239682511845,328.791037639372,1271300
2017-09-13,324.7226867675781,332.379530243526,323.40842281455093,331.0428439974558,1057140
2017-09-14,324.4893798828125,329.55358677827286,323.2827650219461,329.55358677827286,1102820
2017-09-15,329.6454772949219,330.54034274200626,323.6819161104208,323.85910417789705,1083900
2017-09-18,326.92950439453125,329.54907927202817,326.6132926344998,327.8939091961648,282640
2017-09-19,325.41802978515625,328.56689810187623,324.7541764174176,327.4455093711531,334240
2017-09-20,323.1101379394531,325.20263885627895,321.30918158260005,325.20263885627895,647580
2017-09-21,320.546630859375,323.48915294134963,318.6716727300285,323.04957744708395,2272880
2017-09-22,321.59405517578125,323.13484193095456,318.7905838324783,320.71712167385414,341320
2017-09-25,320.55560302734375,322.95985314120435,316.27412248455977,319.8199656801093,629600
2017-09-26,316.4422607421875,321.7352346221649,315.37918698430195,319.0573455291941,449400
2017-09-27,318.5662536621094,320.0419908782391,314.3565574058532,317.52111205170263,982240
2017-09-28,320.1608581542969,324.8527294054056,317.19142404661693,318.92508602440387,1105860
2017-09-29,323.699951171875,325.440347968969,319.3713814691639,319.37362643593065,977220
2017-10-03,327.8737487792969,331.70440120639944,325.6489046231173,327.44537079970246,997120
2017-10-04,328.8179626464844,329.90570382480837,324.0386199357245,324.84376907149584,478140
2017-10-05,325.68927001953125,329.4616078745179,325.2025776852513,327.8939093626465,168800
2017-10-06,329.8138427734375,331.03390037609904,325.2497694670805,327.4903016025848,632400
2017-10-09,327.2278747558594,330.98901588430465,326.68286793940894,329.9079821195806,248000
2017-10-10,326.91839599609375,329.55365898008625,326.16707117405974,329.55365898008625,337580
2017-10-11,326.9429626464844,328.2953633365557,325.4021764114845,327.2210647196401,691400
2017-10-12,331.0742492675781,335.6539821313796,326.95202427015033,327.4454242323181,1478900
2017-10-13,329.4818420410156,331.93096414593697,328.31336409699736,331.03385343202905,3612660
2017-10-16,326.6761169433594,331.88611026567867,325.87770266671976,327.66967907734863,406180
2017-10-17,330.7624816894531,331.39268772099973,324.576885879752,327.4409161752536,356180
2017-10-18,325.01202392578125,330.71988025523746,323.91754769004996,330.71988025523746,313560
2017-10-19,323.6865234375,327.44317465577564,322.1883638353655,326.77258656881463,76200
2017-10-23,323.6865234375,328.5645630791415,323.04958247876937,325.20264277610244,1214120
2017-10-24,324.68896484375,326.4136740860425,322.96203801254654,326.4136740860425,152320
2017-10-25,320.8695983886719,325.6511864073874,319.2480477897099,325.6511864073874,518680
2017-10-26,320.4883117675781,322.8992968048712,318.92510292333577,322.0179008622543,3204520
2017-10-27,321.643310546875,323.408374575144,319.732460569101,321.7711367625066,351720
2017-10-30,323.8412780761719,324.7069866237519,322.06274405205994,322.06274405205994,404080
2017-10-31,324.7091979980469,327.44537442229915,322.56060055377594,324.7091979980469,579700
2017-11-01,328.2393798828125,331.1639423498433,323.1079052295732,325.8306396772921,977780
2017-11-02,326.900390625,329.6881741025206,325.6893131120457,328.78881845778443,396220
2017-11-03,332.53424072265625,333.54573519036774,321.1656189312275,327.44539360306715,1903060
2017-11-06,340.6531066894531,347.18182624785345,326.90262987424575,332.53423877050693,2166040
2017-11-07,345.185791015625,348.7047222469641,340.9020925648463,340.9020925648463,1666780
2017-11-08,351.1628112792969,354.2242073816588,341.84406182678117,341.84406182678117,1794720
2017-11-09,349.8417053222656,354.2958558282804,348.6620027824872,351.17168373210313,2728840
2017-11-10,349.2115783691406,352.6945899901196,342.7030356075009,350.7702973198549,1277720
2017-11-13,346.2779541015625,357.68471200965456,343.05733035704566,356.4197827878288,1114240
2017-11-14,342.7254943847656,349.1510561825645,341.35291590946025,346.2892704435863,494060
2017-11-15,346.33404541015625,348.7517651825063,338.3475211339629,343.59337894508013,2060140
2017-11-16,342.8376159667969,350.9407702286693,342.0436641611015,347.0248904123858,605560
2017-11-17,344.9547424316406,349.4223634556138,343.59338902650495,344.06885658984316,303580
2017-11-20,346.4977111816406,351.08420511080647,344.31100430388165,344.95468000253686,751640
2017-11-21,347.3768310546875,348.66193726987314,345.8382900667287,345.8382900667287,408460
2017-11-22,341.1891174316406,347.49580399259526,340.2359373982745,347.49580399259526,1112200
2017-11-23,341.1150817871094,343.27936659129654,340.45347366878383,343.27936659129654,562600
2017-11-24,336.5174255371094,342.34864507037764,335.29512316292494,342.2903306848333,1101900
2017-11-27,336.1585998535156,338.3811993588743,333.5009147841945,336.4703491183558,508360
2017-11-28,336.3178405761719,338.65928634179494,334.74340693076886,337.7599306825564,939980
2017-11-29,336.88531494140625,339.51162567634447,332.8281386261866,332.87298321941523,1378440
2017-11-30,343.7503356933594,345.3875734536446,335.1448035459869,335.51935706925474,1947080
2017-12-01,345.2283935546875,347.76495984051223,342.249979438975,343.5911555645428,820120
2017-12-04,345.6275634765625,347.13697513443367,342.4024496117468,346.72877445935956,674760
2017-12-05,344.98834228515625,347.3881294420378,342.86443962065846,345.6073507572011,699400
2017-12-06,345.7756652832031,347.6304463029337,344.4501763673642,344.9391138154271,1534960
2017-12-07,350.6357116699219,353.0175394092695,345.4526580471208,346.50899710268453,1396860
2017-12-08,355.3029479980469,358.3486565283738,349.65116120112793,349.8731939224438,1628380
2017-12-11,354.6093444824219,357.6429973136515,353.22876934398585,355.8390150081794,812720
2017-12-12,357.31640625,358.0933903453854,353.5012334430891,355.1205505544858,806720
2017-12-13,357.45379638671875,358.67219502325827,353.63411473671437,356.7443605634437,511740
2017-12-14,354.7984619140625,362.1044818722646,352.03505771642244,361.92204375041797,608260
2017-12-15,353.5304870605469,355.84120493245746,352.8683653564767,355.84120493245746,1238320
2017-12-18,357.1474304199219,358.04829413394145,346.6050596103623,353.5890077526732,398020
2017-12-19,355.7173156738281,358.0483227136597,354.71511570885644,358.0483227136597,557980
2017-12-20,357.8794250488281,360.3004965702142,355.80065868633534,356.51685752131476,818160
2017-12-21,355.8164367675781,359.04377149033695,355.3907753155718,358.12490029545177,401980
2017-12-22,355.0889892578125,357.13619455606954,353.13861142293365,355.8164323813186,448740
2017-12-26,352.62060546875,356.20154460824364,351.7355221719595,355.1407862705606,319280
2017-12-27,348.6590881347656,354.21968466807516,347.3821037019007,354.21968466807516,283800
2017-12-28,348.3190002441406,352.4629794304496,345.70650059152723,351.3368996239625,366340
2017-12-29,354.5304870605469,356.2466316489165,347.5375202087954,347.5375202087954,610540
2018-01-01,354.1836242675781,355.9132674136683,352.625119955204,355.84121040432376,132120
2018-01-02,354.19927978515625,356.8793544216608,353.27364576006033,353.81416940398833,1312260
2018-01-03,354.0439147949219,357.417644685645,353.5957373390191,355.8411333354248,558960
